MLS,Street,City,Bedrooms,Bathrooms,SqFt,List Price,Price/SqFt,County,Zone,Source,Date,URL
1071167,        77 Alta Vista,        Solvang,2,2,1344,259000,192.7083333,        SB,0,1,        10/8/16,        http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071167
1071151,         765 Mesa View,         Arroyo Grande,2,1,-1,75000,-75000,         SLO,2,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071151
1068788,         459 Stanton,         Arroyo Grande,3,2,2300,1100000,478.2608696,         SLO,2,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068788
1066580,         462 Camino Perrillo,         Arroyo Grande,4,2,2400,1196000,498.3333333,         SLO,2,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066580
1066693,         2870 Mesa Alta,         Arroyo Grande,3,4,3773,1399000,370.7924728,         SLO,2,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066693
1069738,         8405 Santa Cruz,         Atascadero,3,2,1884,599900,318.418259,         SLO,3,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069738
1070142,         9955 Garcero,         Atascadero,3,3,2414,749000,310.2734051,         SLO,3,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070142
1069757,         3074 Cielo Grande,         Atascadero,5,4,3120,775000,248.3974359,         SLO,3,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069757
1063316,         2868 Lands End,         Bradley,4,5,4400,1800000,409.0909091,         Other,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1063316
1070439,         451 Deer Canyon,         Buellton,3,3,1929,659900,342.0943494,         Other,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070439
1070065,         553 Sweet Rain,         Goleta,3,3,1779,680000,382.2372119,         SB,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070065
1068500,         1781 Manhattan,         Grover Beach,2,3,1112,324000,291.3669065,         SLO,2,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068500
1066655,         687 Sandydale,         Nipomo,4,3,2040,620000,303.9215686,         SLO,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066655
1062733,         1884 Northwood,         Nipomo,3,4,3232,970000,300.1237624,         SLO,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1062733
1070809,         411 Tanglewood,         Paso Robles,3,2,1316,379500,288.3738602,         SLO,4,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070809
1071026,         1255 Orcutt,         San Luis Obispo,2,1,700,128500,183.5714286,         SLO,1,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071026
1071100,         515 Palisade,         Santa Maria,6,3,2262,394999,174.6237843,         SB,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071100
1070834,         1401 Sonya,         Santa Maria,3,3,1872,419000,223.8247863,         SB,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070834
1067975,         622 Maple,         Santa Maria,3,3,2013,435000,216.09538,         SB,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1067975
1068832,         1701 Calzada,         Santa Ynez,4,4,2223,1299000,584.3454791,         SB,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068832
1068803,         120 5th,         Shandon,3,2,1273,249900,196.307934,         SLO,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068803
1069331,         750 Chalk Hill,         Solvang,3,3,3111,1648000,529.7332048,         SB,0,1,         10/7/16,         http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069331
1071723,           4020 Sagan,           Lompoc,4,4,2631,520000,197.6434816,           SB,0,0,           October 1,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071723
1071684,           1580 Chilton,           Arroyo Grande,3,3,2007,699900,348.7294469,           SLO,2,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071684
1071670,           1084 Karina,           Arroyo Grande,5,4,4726,1699000,359.5006348,           SLO,2,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071670
1071688,           2283 Cranesbill,           Avila Beach,2,3,1727,699000,404.7481181,           SLO,1,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071688
1071686,           Address Not Available,           Lompoc,3,2,1639,379900,231.7876754,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071686
1071701,           749 Mercury,           Lompoc,4,4,2528,499900,197.7452532,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071701
1071711,           288 Falcon Crest,           Lompoc,4,4,3269,779900,238.5744876,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071711
1071714,           160 Carrillo,           Nipomo,2,2,995,315000,316.5829146,           SLO,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071714
1071704,           110 Avocado,           Nipomo,3,2,1120,359000,320.5357143,           SLO,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071704
1071706,           95 Via San Carlos,           Paso Robles,3,2,1248,84900,68.02884615,           SLO,4,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071706
1071599,           509 Creekside,           Paso Robles,4,2,1829,487500,266.5390924,           SLO,4,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071599
1071692,           2140 Prospect,           Paso Robles,4,3,2226,575000,258.3108715,           SLO,4,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071692
1071648,           2221 King,           San Luis Obispo,2,2,1192,449900,377.4328859,           SLO,1,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071648
1071682,           1218 Southwood,           San Luis Obispo,2,2,1783,559000,313.5165451,           SLO,1,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071682
1071683,           925 Rachel,           San Luis Obispo,3,3,1646,783988,476.2989064,           SLO,1,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071683
1071690,           2310 Sunset,           San Luis Obispo,4,3,2460,999000,406.097561,           SLO,1,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071690
1071703,           14541 De Luz,           Santa Margarita,2,2,1640,270000,164.6341463,           SLO,3,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071703
1071693,           1114 Thornburg,           Santa Maria,4,2,1464,310000,211.7486339,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071693
1071691,           1195 Glines,           Santa Maria,4,2,1299,385000,296.3818322,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071691
1071710,           1160 Kit,           Santa Maria,3,2,1421,425000,299.0851513,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071710
1071666,           1192 Bauer,           Santa Maria,3,3,2038,425000,208.5377821,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071666
1071352,           884 Blake,           Santa Maria,3,3,2186,498500,228.042086,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071352
1071675,           1012 Patterson,           Santa Maria,3,3,2586,649000,250.966744,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071675
1071687,           211 Valhalla,           Solvang,3,3,3042,1025000,336.9493754,           SB,0,0,           September 30,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071687
1071664,           355 Cougar Canyon,           Arroyo Grande,2,2,1248,489900,392.5480769,           SLO,2,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071664
1071681,           173 Alder,           Arroyo Grande,4,2,1625,549000,337.8461538,           SLO,2,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071681
1071585,           2279 Tattler,           Arroyo Grande,3,3,2435,840000,344.9691992,           SLO,2,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071585
1071657,           5715 Santa Cruz,           Atascadero,3,2,1152,70000,60.76388889,           SLO,3,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071657
1071274,           3421 Studio,           Cayucos,2,2,1352,1049000,775.887574,           SLO,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071274
1071660,           4330 Camp 8,           Creston,2,2,1212,799000,659.2409241,           SLO,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071660
1071652,           3492 Via Arnez,           Lompoc,3,2,1222,279900,229.0507365,           SB,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071652
1071678,           3956 Constellation,           Lompoc,3,2,1525,349900,229.442623,           SB,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071678
1071659,           6615 Highway 246,           Lompoc,4,3,2700,1295000,479.6296296,           SB,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071659
1071673,           1342 13th,           Los Osos,3,2,1120,459000,409.8214286,           SLO,1,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071673
1071547,           1039 Ford,           Nipomo,2,2,1429,555000,388.383485,           SLO,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071547
1071650,           1035 Ford,           Nipomo,3,2,1584,599999,378.7872475,           SLO,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071650
1071592,           1323 20th,           Oceano,3,2,1289,449999,349.1070597,           SLO,2,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071592
1071471,           441 University,           Out Of Area,2,1,1125,1395000,1240,           Other,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071471
1071663,           5076 Bluebird,           Paso Robles,2,2,1000,259000,259,           SLO,4,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071663
1071655,           1518 Las Brisas,           Paso Robles,3,2,1475,439000,297.6271186,           SLO,4,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071655
1071561,           3251 Via Ensenada,           San Luis Obispo,2,3,1389,474000,341.2526998,           SLO,1,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071561
1071493,           Address Not Available,           Santa Maria,2,1,1164,274900,236.1683849,           SB,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071493
1071677,           2017 Western,           Santa Maria,4,3,1889,360000,190.5770249,           SB,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071677
1071680,           1345 Fountain,           Santa Maria,3,3,1697,389000,229.2280495,           SB,0,0,           September 29,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071680
1071612,           10025 El Camino Real,           Atascadero,2,2,1152,89000,77.25694444,           SLO,3,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071612
1071615,           5525 Capistrano,           Atascadero,1,1,640,169800,265.3125,           SLO,3,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071615
1071644,           9780 Las Lomas,           Atascadero,2,2,928,229500,247.3060345,           SLO,3,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071644
1071555,           7620 Sinaloa,           Atascadero,2,2,1116,410000,367.3835125,           SLO,3,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071555
1071632,           7500 San Gregorio,           Atascadero,4,3,2170,799000,368.202765,           SLO,3,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071632
1071556,           2861 Burton,           Cambria,3,2,1688,499000,295.6161137,           SLO,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071556
1071621,           2698 Sherwood,           Cambria,3,2,1173,925000,788.5763001,           SLO,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071621
1071594,           962 Margarita,           Grover Beach,4,3,2570,795000,309.3385214,           SLO,2,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071594
1071649,           156 Auriga,           Lompoc,3,2,1864,379000,203.3261803,           SB,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071649
1071613,           1116 E,           Lompoc,4,2,1700,406000,238.8235294,           SB,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071613
1071472,           326 Panay,           Morro Bay,3,3,1500,749900,499.9333333,           SLO,1,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071472
1071515,           1230 Clarabelle,           Morro Bay,3,3,1865,985000,528.150134,           SLO,1,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071515
1071602,           424 Uranus,           Nipomo,4,2,1840,309900,168.423913,           SLO,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071602
1071630,           445 Tyrus,           Nipomo,3,2,1266,465000,367.2985782,           SLO,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071630
1071634,           1323 23rd,           Oceano,4,2,1817,539000,296.6428178,           SLO,2,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071634
1071641,           410 Turtle Creek,           Paso Robles,2,2,1361,353000,259.3681117,           SLO,4,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071641
1071620,           231 Irish,           Pismo Beach,4,2,1600,654000,408.75,           SLO,2,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071620
1071626,           3860 Higuera,           San Luis Obispo,2,2,1000,135000,135,           SLO,1,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071626
1071605,           433 Junipero,           San Luis Obispo,3,3,1965,734900,373.9949109,           SLO,1,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071605
1071468,           9009 Cemetery,           San Miguel,4,3,3438,789000,229.4938918,           SLO,4,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071468
1071608,           3470 Ranchita Canyon,           San Miguel,3,3,2600,3500000,1346.153846,           SLO,4,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071608
1071597,           9540 Avonne,           San Simeon,2,1,770,97000,125.974026,           SLO,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071597
1071625,           973 Bent Tree,           Santa Maria,3,2,1440,157000,109.0277778,           SB,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071625
1071614,           1620 Concord,           Santa Maria,3,2,1392,299500,215.158046,           SB,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071614
1071627,           719 Jacob,           Santa Maria,3,2,2120,455000,214.6226415,           SB,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071627
1071631,           1557 Canyon Creek,           Santa Maria,4,3,2373,499000,210.282343,           SB,0,0,           September 28,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071631
1071582,           27 Quail Ridge,           Atascadero,2,2,1208,299900,248.2615894,           SLO,3,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071582
1071611,           11622 Cardelina,           Atascadero,3,3,1468,349000,237.7384196,           SLO,3,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071611
1071226,           2725 Ardath,           Cambria,2,2,1443,459000,318.0873181,           SLO,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071226
1071588,           3093 Robinwood,           Fresno,3,2,1947,273750,140.6009245,           Other,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071588
1071573,           4936 Point Sal Dunes,           Guadalupe,4,2,1690,352000,208.2840237,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071573
1071609,           9278 Highway 101,           Los Alamos,2,2,1100,109000,99.09090909,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071609
1071557,           2721 Santa Barbara,           Los Olivos,4,4,3000,1469000,489.6666667,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071557
1071530,           2520 Santa Ynez,           Los Olivos,3,3,2220,2475000,1114.864865,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071530
1071606,           1765 13th,           Los Osos,3,4,2050,629000,306.8292683,           SLO,1,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071606
1071604,           475 South Bay,           Morro Bay,1,1,900,139000,154.4444444,           SLO,1,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071604
1071284,           491 Tahiti,           Morro Bay,2,2,842,305000,362.2327791,           SLO,1,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071284
1071581,           1262 Manzanita,           San Luis Obispo,2,3,1537,569000,370.2016916,           SLO,1,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071581
1071578,           229 Luneta,           San Luis Obispo,4,2,1975,899000,455.1898734,           SLO,1,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071578
1071600,           672 Oakridge,           San Luis Obispo,5,7,5190,1950000,375.7225434,           SLO,1,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071600
1071580,           2260 Central Park,           Santa Maria,2,2,1076,275000,255.5762082,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071580
1071583,           2849 Starfire,           Santa Maria,3,2,1753,414900,236.6799772,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071583
1071467,           927 School,           Santa Maria,3,3,2018,419900,208.0773043,           SB,0,0,           September 27,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071467
1071553,           5225 Ensenada,           Atascadero,4,2,1698,474900,279.6819788,           SLO,3,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071553
1071510,           290 Ocean Oaks,           Avila Beach,1,3,1173,895000,763.0008525,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071510
1071551,           9104 Saint Cloud,           Bakersfield,4,5,5553,809000,145.687016,           Other,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071551
1071391,           2575 Shoreline,           Bradley,4,4,3711,1299000,350.0404204,           Other,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071391
1071380,           353 Odense,           Buellton,3,3,1545,539000,348.8673139,           Other,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071380
1071560,           10438 Fieldstone,           Clovis,4,3,2344,332333,141.7802901,           Other,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071560
1071093,           1224 Barton,           Lompoc,4,3,2000,374900,187.45,           SB,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071093
1071473,           395 Surf,           Morro Bay,2,1,1154,350000,303.2928943,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071473
1071356,           474 Yerba Buena,           Morro Bay,1,1,720,379000,526.3888889,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071356
1071552,           175 Kern,           Morro Bay,3,2,2381,1350000,566.9886602,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071552
1071506,           320 Casa Real,           Nipomo,3,3,2374,679000,286.0151643,           SLO,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071506
1071570,           1005 Sunday,           Nipomo,3,3,2248,819000,364.3238434,           SLO,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071570
1071409,           2253 Barn,           Paso Robles,3,2,1512,299950,198.3796296,           SLO,4,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071409
1071574,           872 Sycamore Canyon,           Paso Robles,4,3,2648,519900,196.336858,           SLO,4,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071574
1071536,           375 San Luis,           Pismo Beach,2,3,1389,779000,560.8351332,           SLO,2,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071536
1071545,           381 San Luis,           Pismo Beach,2,3,1414,789000,557.9915134,           SLO,2,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071545
1071354,           3860 Higuera,           San Luis Obispo,2,1,800,75000,93.75,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071354
1071538,           820 Via Laguna Vista,           San Luis Obispo,5,5,5209,1695000,325.398349,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071538
1071549,           6150 Balm Ridge,           San Luis Obispo,4,3,3253,1899000,583.7688288,           SLO,1,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071549
1071447,           3663 San Remo,           Santa Barbara,2,2,1127,529900,470.1863354,           SB,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071447
1071565,           8888 Carrisa Hy Rt#-58,           Santa Margarita,2,2,3139,525000,167.2507168,           SLO,3,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071565
1071542,           538 Clark,           Santa Maria,3,2,1688,299000,177.1327014,           SB,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071542
1071429,           703 El Camino,           Santa Maria,4,2,1368,359000,262.4269006,           SB,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071429
1071544,           2859 Stadium,           Solvang,3,3,2477,669000,270.08478,           SB,0,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071544
1071577,           1398 Bennett,           Templeton,4,3,2342,735000,313.8343296,           SLO,3,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071577
1071548,           115 Booker,           Templeton,2,2,1740,1299000,746.5517241,           SLO,3,0,           September 26,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071548
1070139,           14030 San Miguel,           Atascadero,4,4,3233,1295000,400.5567584,           SLO,3,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070139
1063989,           678 Randall,           Cambria,3,3,2426,975000,401.8961253,           SLO,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1063989
1070436,           3171 Ocean,           Cayucos,3,4,2885,1197000,414.9046794,           SLO,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070436
1071262,           1220 Baden,           Grover Beach,2,2,1051,299000,284.490961,           SLO,2,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071262
1068360,           2101 Tularosa,           Lompoc,3,2,1440,515000,357.6388889,           SB,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068360
1069400,           781 Juniper,           Nipomo,4,4,2186,589000,269.441903,           SLO,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069400
1067943,           1974 Northwood,           Nipomo,3,4,3241,999900,308.5158902,           SLO,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1067943
1069249,           908 Moody,           Paso Robles,3,2,1411,425000,301.2048193,           SLO,4,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069249
1070926,           121 Narlene,           Pismo Beach,3,3,2112,799000,378.3143939,           SLO,2,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070926
1070071,           1320 Oceanaire,           San Luis Obispo,2,2,1781,799000,448.6243683,           SLO,1,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070071
1070620,           2437 Cumbre,           San Luis Obispo,4,3,2922,949000,324.7775496,           SLO,1,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070620
1070450,           22335 J,           Santa Margarita,2,1,1000,305000,305,           SLO,3,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070450
1065521,           175 Foxenwood,           Santa Maria,2,3,2073,348000,167.8726483,           SB,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1065521
1069636,           429 Santa Anita,           Santa Maria,3,2,1511,439999,291.1972204,           SB,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069636
1070275,           5350 Olive Hill,           Santa Maria,4,3,3344,729000,218.0023923,           SB,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070275
1070466,           579 Camino Mercado,           Arroyo Grande,2,2,960,290000,302.0833333,           SLO,2,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070466
1066530,           2420 Mesa Ranch,           Arroyo Grande,4,3,3223,1049000,325.4731617,           SLO,2,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066530
1069607,           7935 Portola,           Atascadero,2,2,1004,377900,376.3944223,           SLO,3,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069607
1070512,           12005 San Antonio,           Atascadero,5,4,3449,949000,275.152218,           SLO,3,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070512
1070723,           5660 Moonstone Beach,           Cambria,2,3,1418,995000,701.6925247,           SLO,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070723
1070760,           1130 San Sebastian,           Grover Beach,3,2,1400,499000,356.4285714,           SLO,2,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070760
1069954,           2233 Meridian,           Lompoc,3,3,1460,327900,224.5890411,           SB,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069954
1068660,           1541 Mesa,           Nipomo,3,4,2827,1027521,363.4669261,           SLO,0,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068660
1069500,           1761 Shepherd,           Paso Robles,2,1,826,229000,277.2397094,           SLO,4,1,           10/2/16,           http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069500
